"Status","IntValue","HexValue","Description"
"STATUS_GRAPHICS_OPM_INVALID_SRM","-1071774446","0xC01E0512","The HDCP System Renewability Message passed to this function did not comply with section 5 of the HDCP 1.1 specification."
"STATUS_GRAPHICS_INVALID_POINTER","-1071774236","0xC01E05E4","The function failed because an invalid pointer parameter was passed to it. A pointer parameter is invalid if it is NULL, it points to an invalid address, it points to a kernel mode address or it is not correctly aligned."
"STATUS_GRAPHICS_INTERNAL_ERROR","-1071774233","0xC01E05E7","An internal error caused an operation to fail."
"STATUS_FVE_LOCKED_VOLUME","-1071579136","0xC0210000","This volume is locked by BitLocker Drive Encryption."
"STATUS_FVE_NOT_ENCRYPTED","-1071579135","0xC0210001","The volume is not encrypted, no key is available."
"STATUS_FVE_BAD_INFORMATION","-1071579134","0xC0210002","The control block for the encrypted volume is not valid."
"STATUS_FVE_TOO_SMALL","-1071579133","0xC0210003","The volume cannot be encrypted because it does not have enough free space."
"STATUS_FVE_FAILED_WRONG_FS","-1071579132","0xC0210004","The volume cannot be encrypted because the file system is not supported."
"STATUS_FVE_BAD_PARTITION_SIZE","-1071579131","0xC0210005","The file system size is larger than the partition size in the partition table."
"STATUS_FVE_FS_NOT_EXTENDED","-1071579130","0xC0210006","The file system does not extend to the end of the volume."
"STATUS_FVE_FS_MOUNTED","-1071579129","0xC0210007","This operation cannot be performed while a file system is mounted on the volume."
"STATUS_FVE_NO_LICENSE","-1071579128","0xC0210008","BitLocker Drive Encryption is not included with this version of Windows."
"STATUS_FVE_ACTION_NOT_ALLOWED","-1071579127","0xC0210009","Requested action not allowed in the current volume state."
"STATUS_FVE_BAD_DATA","-1071579126","0xC021000A","Data supplied is malformed."
"STATUS_FVE_VOLUME_NOT_BOUND","-1071579125","0xC021000B","The volume is not bound to the system."
"STATUS_FVE_NOT_DATA_VOLUME","-1071579124","0xC021000C","That volume is not a data volume."
"STATUS_FVE_CONV_READ_ERROR","-1071579123","0xC021000D","A read operation failed while converting the volume."
"STATUS_FVE_CONV_WRITE_ERROR","-1071579122","0xC021000E","A write operation failed while converting the volume."
"STATUS_FVE_OVERLAPPED_UPDATE","-1071579121","0xC021000F","The control block for the encrypted volume was updated by another thread. Try again."
"STATUS_FVE_FAILED_SECTOR_SIZE","-1071579120","0xC0210010","The encryption algorithm does not support the sector size of that volume."
"STATUS_FVE_NOT_OS_VOLUME","-1071579118","0xC0210012","That volume is not the OS volume."
"STATUS_FVE_KEYFILE_NOT_FOUND","-1071579117","0xC0210013","The BitLocker startup key or recovery password could not be read from external media."
"STATUS_FVE_KEYFILE_INVALID","-1071579116","0xC0210014","The BitLocker startup key or recovery password file is corrupt or invalid."
"STATUS_FVE_KEYFILE_NO_VMK","-1071579115","0xC0210015","The BitLocker encryption key could not be obtained from the startup key or recovery password."
"STATUS_FVE_TPM_DISABLED","-1071579114","0xC0210016","The Trusted Platform Module (TPM) is disabled."
"STATUS_FVE_TPM_INVALID_PCR","-1071579112","0xC0210018","The system boot information changed or the Trusted Platform Module (TPM) locked out access to BitLocker encryption keys until the computer is restarted."
"STATUS_FVE_TPM_NO_VMK","-1071579111","0xC0210019","The BitLocker encryption key could not be obtained from the Trusted Platform Module (TPM)."
"STATUS_FVE_PIN_INVALID","-1071579110","0xC021001A","The BitLocker encryption key could not be obtained from the Trusted Platform Module (TPM) and PIN."
"STATUS_FVE_AUTH_INVALID_CONFIG","-1071579108","0xC021001C","The Boot Configuration Data (BCD) settings are not supported or have changed since BitLocker was enabled."
"STATUS_FVE_DEBUGGER_ENABLED","-1071579107","0xC021001D","Boot debugging is enabled. Run bcdedit to turn it off."
"STATUS_FVE_DRY_RUN_FAILED","-1071579106","0xC021001E","The BitLocker encryption key could not be obtained."
"STATUS_FVE_BAD_METADATA_POINTER","-1071579105","0xC021001F","The metadata disk region pointer is incorrect."
"STATUS_FVE_OLD_METADATA_COPY","-1071579104","0xC0210020","The backup copy of the metadata is out of date."
"STATUS_FVE_REBOOT_REQUIRED","-1071579103","0xC0210021","No action was taken as a system reboot is required."
"STATUS_FVE_RAW_ACCESS","-1071579102","0xC0210022","No action was taken as BitLocker Drive Encryption is in RAW access mode."
"STATUS_FVE_RAW_BLOCKED","-1071579101","0xC0210023","BitLocker Drive Encryption cannot enter raw access mode for this volume."
"STATUS_FVE_MOR_FAILED","-1071579099","0xC0210025","The system firmware failed to enable clearing of system memory on reboot."
"STATUS_FVE_NO_FEATURE_LICENSE","-1071579098","0xC0210026","This feature of BitLocker Drive Encryption is not included with this version of Windows."
"STATUS_FVE_CONV_RECOVERY_FAILED","-1071579096","0xC0210028","Bitlocker Drive Encryption failed to recover from aborted conversion. This could be due to either all conversion logs being corrupted or the media being write-protected."
"STATUS_FVE_INVALID_DATUM_TYPE","-1071579094","0xC021002A","The management information stored on the drive contained an unknown type. If you are using an old version of Windows, try accessing the drive from the latest version."
"STATUS_FVE_VOLUME_TOO_SMALL","-1071579088","0xC0210030","The drive is too small to be protected using BitLocker Drive Encryption."
"STATUS_FVE_ENH_PIN_INVALID","-1071579087","0xC0210031","The BitLocker encryption key could not be obtained from the Trusted Platform Module (TPM) and enhanced PIN. Try using a PIN containing only numerals."
"STATUS_FVE_SECUREBOOT_DISABLED","-1071579079","0xC0210039","Secure Boot has been disabled. Either Secure Boot must be re-enabled, or BitLocker must be suspended for Windows to start normally."
"STATUS_FVE_DEVICE_LOCKEDOUT","-1071579077","0xC021003B","Device Lock has been triggered due to too many incorrect password attempts."
"STATUS_FWP_CALLOUT_NOT_FOUND","-1071513599","0xC0220001","The callout does not exist."
"STATUS_FWP_CONDITION_NOT_FOUND","-1071513598","0xC0220002","The filter condition does not exist."
"STATUS_FWP_FILTER_NOT_FOUND","-1071513597","0xC0220003","The filter does not exist."
"STATUS_FWP_LAYER_NOT_FOUND","-1071513596","0xC0220004","The layer does not exist."
"STATUS_FWP_PROVIDER_NOT_FOUND","-1071513595","0xC0220005","The provider does not exist."
"STATUS_FWP_SUBLAYER_NOT_FOUND","-1071513593","0xC0220007","The sublayer does not exist."
"STATUS_FWP_NOT_FOUND","-1071513592","0xC0220008","The object does not exist."
"STATUS_FWP_ALREADY_EXISTS","-1071513591","0xC0220009","An object with that GUID or LUID already exists."
"STATUS_FWP_IN_USE","-1071513590","0xC022000A","The object is referenced by other objects so cannot be deleted."
"STATUS_FWP_WRONG_SESSION","-1071513588","0xC022000C","The call was made from the wrong session so cannot be completed."
"STATUS_FWP_NO_TXN_IN_PROGRESS","-1071513587","0xC022000D","The call must be made from within an explicit transaction."
"STATUS_FWP_TXN_IN_PROGRESS","-1071513586","0xC022000E","The call is not allowed from within an explicit transaction."
"STATUS_FWP_TXN_ABORTED","-1071513585","0xC022000F","The explicit transaction has been forcibly cancelled."
"STATUS_FWP_SESSION_ABORTED","-1071513584","0xC0220010","The session has been cancelled."
"STATUS_FWP_INCOMPATIBLE_TXN","-1071513583","0xC0220011","The call is not allowed from within a read-only transaction."
"STATUS_FWP_TIMEOUT","-1071513582","0xC0220012","The call timed out while waiting to acquire the transaction lock."
"STATUS_FWP_NET_EVENTS_DISABLED","-1071513581","0xC0220013","Collection of network diagnostic events is disabled."
"STATUS_FWP_INCOMPATIBLE_LAYER","-1071513580","0xC0220014","The operation is not supported by the specified layer."
"STATUS_FWP_KM_CLIENTS_ONLY","-1071513579","0xC0220015","The call is allowed for kernel-mode callers only."
"STATUS_FWP_LIFETIME_MISMATCH","-1071513578","0xC0220016","The call tried to associate two objects with incompatible lifetimes."
"STATUS_FWP_BUILTIN_OBJECT","-1071513577","0xC0220017","The object is built in so cannot be deleted."
"STATUS_FWP_TOO_MANY_CALLOUTS","-1071513576","0xC0220018","The maximum number of callouts has been reached."
"STATUS_FWP_NOTIFICATION_DROPPED","-1071513575","0xC0220019","A notification could not be delivered because a message queue is at its maximum capacity."
"STATUS_FWP_TRAFFIC_MISMATCH","-1071513574","0xC022001A","The traffic parameters do not match those for the security association context."
"STATUS_FWP_NULL_POINTER","-1071513572","0xC022001C","A required pointer is null."
"STATUS_FWP_INVALID_ENUMERATOR","-1071513571","0xC022001D","An enumerator is not valid."
"STATUS_FWP_INVALID_FLAGS","-1071513570","0xC022001E","The flags field contains an invalid value."
"STATUS_FWP_INVALID_NET_MASK","-1071513569","0xC022001F","A network mask is not valid."
"STATUS_FWP_INVALID_RANGE","-1071513568","0xC0220020","An FWP_RANGE is not valid."
"STATUS_FWP_INVALID_INTERVAL","-1071513567","0xC0220021","The time interval is not valid."
"STATUS_FWP_ZERO_LENGTH_ARRAY","-1071513566","0xC0220022","An array that must contain at least one element is zero length."
"STATUS_FWP_NULL_DISPLAY_NAME","-1071513565","0xC0220023","The displayData.name field cannot be null."
"STATUS_FWP_INVALID_ACTION_TYPE","-1071513564","0xC0220024","The action type is not one of the allowed action types for a filter."
"STATUS_FWP_INVALID_WEIGHT","-1071513563","0xC0220025","The filter weight is not valid."
"STATUS_FWP_MATCH_TYPE_MISMATCH","-1071513562","0xC0220026","A filter condition contains a match type that is not compatible with the operands."
"STATUS_FWP_TYPE_MISMATCH","-1071513561","0xC0220027","An FWP_VALUE or FWPM_CONDITION_VALUE is of the wrong type."
"STATUS_FWP_OUT_OF_BOUNDS","-1071513560","0xC0220028","An integer value is outside the allowed range."
"STATUS_FWP_RESERVED","-1071513559","0xC0220029","A reserved field is non-zero."
"STATUS_FWP_DUPLICATE_CONDITION","-1071513558","0xC022002A","A filter cannot contain multiple conditions operating on a single field."
"STATUS_FWP_DUPLICATE_KEYMOD","-1071513557","0xC022002B","A policy cannot contain the same keying module more than once."
"STATUS_FWP_EM_NOT_SUPPORTED","-1071513550","0xC0220032","An IKE policy cannot contain an Extended Mode policy."
"STATUS_FWP_NEVER_MATCH","-1071513549","0xC0220033","The enumeration template or subscription will never match any objects."
"STATUS_FWP_INVALID_PARAMETER","-1071513547","0xC0220035","The parameter is incorrect."
"STATUS_FWP_TOO_MANY_SUBLAYERS","-1071513546","0xC0220036","The maximum number of sublayers has been reached."
"STATUS_FWP_L2_DRIVER_NOT_READY","-1071513538","0xC022003E","The WFP MAC Layers are not ready."
"STATUS_FWP_CONNECTIONS_DISABLED","-1071513535","0xC0220041","The BFE IPsec Connection Tracking is disabled."
"STATUS_FWP_INVALID_DNS_NAME","-1071513534","0xC0220042","The DNS name is invalid."
"STATUS_FWP_STILL_ON","-1071513533","0xC0220043","The engine option is still enabled due to other configuration settings."
"STATUS_FWP_IKEEXT_NOT_RUNNING","-1071513532","0xC0220044","The IKEEXT service is not running.  This service only runs when there is IPsec policy applied to the machine."
"STATUS_FWP_TCPIP_NOT_READY","-1071513344","0xC0220100","The TCP/IP stack is not ready."
"STATUS_FWP_INJECT_HANDLE_STALE","-1071513342","0xC0220102","The injection handle is stale."
"STATUS_FWP_CANNOT_PEND","-1071513341","0xC0220103","The classify cannot be pended."
"STATUS_FWP_DROP_NOICMP","-1071513340","0xC0220104","The packet should be dropped, no ICMP should be sent."
"STATUS_NDIS_CLOSING","-1071448062","0xC0230002","The binding to the network interface is being closed."
"STATUS_NDIS_BAD_VERSION","-1071448060","0xC0230004","An invalid version was specified."
"STATUS_NDIS_BAD_CHARACTERISTICS","-1071448059","0xC0230005","An invalid characteristics table was used."
"STATUS_NDIS_ADAPTER_NOT_FOUND","-1071448058","0xC0230006","Failed to find the network interface or network interface is not ready."
"STATUS_NDIS_OPEN_FAILED","-1071448057","0xC0230007","Failed to open the network interface."
"STATUS_NDIS_DEVICE_FAILED","-1071448056","0xC0230008","Network interface has encountered an internal unrecoverable failure."
"STATUS_NDIS_MULTICAST_FULL","-1071448055","0xC0230009","The multicast list on the network interface is full."
"STATUS_NDIS_MULTICAST_EXISTS","-1071448054","0xC023000A","An attempt was made to add a duplicate multicast address to the list."
"STATUS_NDIS_MULTICAST_NOT_FOUND","-1071448053","0xC023000B","At attempt was made to remove a multicast address that was never added."
"STATUS_NDIS_REQUEST_ABORTED","-1071448052","0xC023000C","Netowork interface aborted the request."
"STATUS_NDIS_RESET_IN_PROGRESS","-1071448051","0xC023000D","Network interface can not process the request because it is being reset."
"STATUS_NDIS_NOT_SUPPORTED","-1071447877","0xC02300BB","Netword interface does not support this request."
"STATUS_NDIS_INVALID_PACKET","-1071448049","0xC023000F","An attempt was made to send an invalid packet on a network interface."
"STATUS_NDIS_ADAPTER_NOT_READY","-1071448047","0xC0230011","Network interface is not ready to complete this operation."
"STATUS_NDIS_INVALID_LENGTH","-1071448044","0xC0230014","The length of the buffer submitted for this operation is not valid."
"STATUS_NDIS_INVALID_DATA","-1071448043","0xC0230015","The data used for this operation is not valid."
"STATUS_NDIS_BUFFER_TOO_SHORT","-1071448042","0xC0230016","The length of buffer submitted for this operation is too small."
"STATUS_NDIS_INVALID_OID","-1071448041","0xC0230017","Network interface does not support this OID (Object Identifier)"
"STATUS_NDIS_ADAPTER_REMOVED","-1071448040","0xC0230018","The network interface has been removed."
"STATUS_NDIS_UNSUPPORTED_MEDIA","-1071448039","0xC0230019","Network interface does not support this media type."
"STATUS_NDIS_FILE_NOT_FOUND","-1071448037","0xC023001B","An attempt was made to map a file that can not be found."
"STATUS_NDIS_ERROR_READING_FILE","-1071448036","0xC023001C","An error occurred while NDIS tried to map the file."
"STATUS_NDIS_ALREADY_MAPPED","-1071448035","0xC023001D","An attempt was made to map a file that is alreay mapped."
"STATUS_NDIS_RESOURCE_CONFLICT","-1071448034","0xC023001E","An attempt to allocate a hardware resource failed because the resource is used by another component."
"STATUS_NDIS_MEDIA_DISCONNECTED","-1071448033","0xC023001F","The I/O operation failed because network media is disconnected or wireless access point is out of range."
"STATUS_NDIS_INVALID_ADDRESS","-1071448030","0xC0230022","The network address used in the request is invalid."
"STATUS_NDIS_PAUSED","-1071448022","0xC023002A","The offload operation on the network interface has been paused."
"STATUS_NDIS_INTERFACE_NOT_FOUND","-1071448021","0xC023002B","Network interface was not found."
"STATUS_NDIS_INVALID_PORT","-1071448019","0xC023002D","The specified port does not exist on this network interface."
"STATUS_NDIS_INVALID_PORT_STATE","-1071448018","0xC023002E","The current state of the specified port on this network interface does not support the requested operation."
"STATUS_NDIS_LOW_POWER_STATE","-1071448017","0xC023002F","The miniport adapter is in lower power state."
"STATUS_NDIS_REINIT_REQUIRED","-1071448016","0xC0230030","This operation requires the miniport adapter to be reinitialized."
"STATUS_NDIS_DOT11_MEDIA_IN_USE","-1071439871","0xC0232001","The wireless local area network interface is busy and can not perform the requested operation."
"STATUS_NDIS_INDICATION_REQUIRED","1076035585","0x40230001","The request will be completed later by NDIS status indication."
"STATUS_NDIS_OFFLOAD_POLICY","-1071443953","0xC023100F","The TCP connection is not offloadable because of a local policy setting."
"STATUS_TPM_ERROR_MASK","-1071054848","0xC0290000","This is an error mask to convert TPM hardware errors to win errors."
"STATUS_TPM_AUTHFAIL","-1071054847","0xC0290001","Authentication failed."
"STATUS_TPM_BADINDEX","-1071054846","0xC0290002","The index to a PCR, DIR or other register is incorrect."
"STATUS_TPM_BAD_PARAMETER","-1071054845","0xC0290003","One or more parameter is bad."
"STATUS_TPM_AUDITFAILURE","-1071054844","0xC0290004","An operation completed successfully but the auditing of that operation failed."
"STATUS_TPM_CLEAR_DISABLED","-1071054843","0xC0290005","The clear disable flag is set and all clear operations now require physical access."
"STATUS_TPM_DEACTIVATED","-1071054842","0xC0290006","Activate the Trusted Platform Module (TPM)."
"STATUS_TPM_DISABLED","-1071054841","0xC0290007","Enable the Trusted Platform Module (TPM)."
"STATUS_TPM_DISABLED_CMD","-1071054840","0xC0290008","The target command has been disabled."
"STATUS_TPM_FAIL","-1071054839","0xC0290009","The operation failed."
"STATUS_TPM_BAD_ORDINAL","-1071054838","0xC029000A","The ordinal was unknown or inconsistent."
"STATUS_TPM_INSTALL_DISABLED","-1071054837","0xC029000B","The ability to install an owner is disabled."
"STATUS_TPM_INVALID_KEYHANDLE","-1071054836","0xC029000C","The key handle cannot be interpreted."
"STATUS_TPM_KEYNOTFOUND","-1071054835","0xC029000D","The key handle points to an invalid key."
"STATUS_TPM_INAPPROPRIATE_ENC","-1071054834","0xC029000E","Unacceptable encryption scheme."
"STATUS_TPM_MIGRATEFAIL","-1071054833","0xC029000F","Migration authorization failed."
"STATUS_TPM_INVALID_PCR_INFO","-1071054832","0xC0290010","PCR information could not be interpreted."
"STATUS_TPM_NOSPACE","-1071054831","0xC0290011","No room to load key."
"STATUS_TPM_NOSRK","-1071054830","0xC0290012","There is no Storage Root Key (SRK) set."
"STATUS_TPM_NOTSEALED_BLOB","-1071054829","0xC0290013","An encrypted blob is invalid or was not created by this TPM."
"STATUS_TPM_OWNER_SET","-1071054828","0xC0290014","The Trusted Platform Module (TPM) already has an owner."
"STATUS_TPM_RESOURCES","-1071054827","0xC0290015","The TPM has insufficient internal resources to perform the requested action."
"STATUS_TPM_SHORTRANDOM","-1071054826","0xC0290016","A random string was too short."
"STATUS_TPM_SIZE","-1071054825","0xC0290017","The TPM does not have the space to perform the operation."
"STATUS_TPM_WRONGPCRVAL","-1071054824","0xC0290018","The named PCR value does not match the current PCR value."
"STATUS_TPM_BAD_PARAM_SIZE","-1071054823","0xC0290019","The paramSize argument to the command has the incorrect value ."
"STATUS_TPM_SHA_THREAD","-1071054822","0xC029001A","There is no existing SHA-1 thread."
"STATUS_TPM_SHA_ERROR","-1071054821","0xC029001B","The calculation is unable to proceed because the existing SHA-1 thread has already encountered an error."
"STATUS_TPM_FAILEDSELFTEST","-1071054820","0xC029001C","The TPM hardware device reported a failure during its internal self test. Try restarting the computer to resolve the problem. If the problem continues, you might need to replace your TPM hardware or motherboard."
"STATUS_TPM_AUTH2FAIL","-1071054819","0xC029001D","The authorization for the second key in a 2 key function failed authorization."
"STATUS_TPM_BADTAG","-1071054818","0xC029001E","The tag value sent to for a command is invalid."
"STATUS_TPM_IOERROR","-1071054817","0xC029001F","An IO error occurred transmitting information to the TPM."
"STATUS_TPM_ENCRYPT_ERROR","-1071054816","0xC0290020","The encryption process had a problem."
"STATUS_TPM_DECRYPT_ERROR","-1071054815","0xC0290021","The decryption process did not complete."
"STATUS_TPM_INVALID_AUTHHANDLE","-1071054814","0xC0290022","An invalid handle was used."
"STATUS_TPM_NO_ENDORSEMENT","-1071054813","0xC0290023","The TPM does not have an Endorsement Key (EK) installed."
"STATUS_TPM_INVALID_KEYUSAGE","-1071054812","0xC0290024","The usage of a key is not allowed."
"STATUS_TPM_WRONG_ENTITYTYPE","-1071054811","0xC0290025","The submitted entity type is not allowed."
"STATUS_TPM_INVALID_POSTINIT","-1071054810","0xC0290026","The command was received in the wrong sequence relative to TPM_Init and a subsequent TPM_Startup."
"STATUS_TPM_INAPPROPRIATE_SIG","-1071054809","0xC0290027","Signed data cannot include additional DER information."
"STATUS_TPM_BAD_KEY_PROPERTY","-1071054808","0xC0290028","The key properties in TPM_KEY_PARMs are not supported by this TPM."
"STATUS_TPM_BAD_MIGRATION","-1071054807","0xC0290029","The migration properties of this key are incorrect."
"STATUS_TPM_BAD_SCHEME","-1071054806","0xC029002A","The signature or encryption scheme for this key is incorrect or not permitted in this situation."
"STATUS_TPM_BAD_DATASIZE","-1071054805","0xC029002B","The size of the data (or blob) parameter is bad or inconsistent with the referenced key."
"STATUS_TPM_BAD_MODE","-1071054804","0xC029002C","A mode parameter is bad, such as capArea or subCapArea for TPM_GetCapability, p%hsicalPresence parameter for TPM_PhysicalPresence, or migrationType for TPM_CreateMigrationBlob."
"STATUS_TPM_BAD_PRESENCE","-1071054803","0xC029002D","Either the physicalPresence or physicalPresenceLock bits have the wrong value."
"STATUS_TPM_BAD_VERSION","-1071054802","0xC029002E","The TPM cannot perform this version of the capability."
"STATUS_TPM_NO_WRAP_TRANSPORT","-1071054801","0xC029002F","The TPM does not allow for wrapped transport sessions."
"STATUS_TPM_AUDITFAIL_SUCCESSFUL","-1071054799","0xC0290031","TPM audit construction failed and the underlying command was returning success."
"STATUS_TPM_NOTRESETABLE","-1071054798","0xC0290032","Attempt to reset a PCR register that does not have the resettable attribute."
"STATUS_TPM_NOTLOCAL","-1071054797","0xC0290033","Attempt to reset a PCR register that requires locality and locality modifier not part of command transport."
"STATUS_TPM_BAD_TYPE","-1071054796","0xC0290034","Make identity blob not properly typed."
"STATUS_TPM_INVALID_RESOURCE","-1071054795","0xC0290035","When saving context identified resource type does not match actual resource."
"STATUS_TPM_NOTFIPS","-1071054794","0xC0290036","The TPM is attempting to execute a command only available when in FIPS mode."
"STATUS_TPM_INVALID_FAMILY","-1071054793","0xC0290037","The command is attempting to use an invalid family ID."
"STATUS_TPM_NO_NV_PERMISSION","-1071054792","0xC0290038","The permission to manipulate the NV storage is not available."
"STATUS_TPM_REQUIRES_SIGN","-1071054791","0xC0290039","The operation requires a signed command."
"STATUS_TPM_KEY_NOTSUPPORTED","-1071054790","0xC029003A","Wrong operation to load an NV key."
"STATUS_TPM_AUTH_CONFLICT","-1071054789","0xC029003B","NV_LoadKey blob requires both owner and blob authorization."
"STATUS_TPM_AREA_LOCKED","-1071054788","0xC029003C","The NV area is locked and not writtable."
"STATUS_TPM_BAD_LOCALITY","-1071054787","0xC029003D","The locality is incorrect for the attempted operation."
"STATUS_TPM_READ_ONLY","-1071054786","0xC029003E","The NV area is read only and can't be written to."
"STATUS_TPM_PER_NOWRITE","-1071054785","0xC029003F","There is no protection on the write to the NV area."
"STATUS_TPM_FAMILYCOUNT","-1071054784","0xC0290040","The family count value does not match."
"STATUS_TPM_WRITE_LOCKED","-1071054783","0xC0290041","The NV area has already been written to."
"STATUS_TPM_BAD_ATTRIBUTES","-1071054782","0xC0290042","The NV area attributes conflict."
"STATUS_TPM_INVALID_STRUCTURE","-1071054781","0xC0290043","The structure tag and version are invalid or inconsistent."
"STATUS_TPM_KEY_OWNER_CONTROL","-1071054780","0xC0290044","The key is under control of the TPM Owner and can only be evicted by the TPM Owner."
"STATUS_TPM_BAD_COUNTER","-1071054779","0xC0290045","The counter handle is incorrect."
"STATUS_TPM_NOT_FULLWRITE","-1071054778","0xC0290046","The write is not a complete write of the area."
"STATUS_TPM_CONTEXT_GAP","-1071054777","0xC0290047","The gap between saved context counts is too large."
"STATUS_TPM_MAXNVWRITES","-1071054776","0xC0290048","The maximum number of NV writes without an owner has been exceeded."
"STATUS_TPM_NOOPERATOR","-1071054775","0xC0290049","No operator AuthData value is set."
"STATUS_TPM_RESOURCEMISSING","-1071054774","0xC029004A","The resource pointed to by context is not loaded."
"STATUS_TPM_DELEGATE_LOCK","-1071054773","0xC029004B","The delegate administration is locked."
"STATUS_TPM_DELEGATE_FAMILY","-1071054772","0xC029004C","Attempt to manage a family other then the delegated family."
"STATUS_TPM_DELEGATE_ADMIN","-1071054771","0xC029004D","Delegation table management not enabled."
"STATUS_TPM_OWNER_CONTROL","-1071054769","0xC029004F","Attempt to context save a owner evict controlled key."
"STATUS_TPM_DAA_RESOURCES","-1071054768","0xC0290050","The DAA command has no resources availble to execute the command."
"STATUS_TPM_DAA_INPUT_DATA0","-1071054767","0xC0290051","The consistency check on DAA parameter inputData0 has failed."
"STATUS_TPM_DAA_INPUT_DATA1","-1071054766","0xC0290052","The consistency check on DAA parameter inputData1 has failed."
"STATUS_TPM_DAA_ISSUER_SETTINGS","-1071054765","0xC0290053","The consistency check on DAA_issuerSettings has failed."
"STATUS_TPM_DAA_TPM_SETTINGS","-1071054764","0xC0290054","The consistency check on DAA_tpmSpecific has failed."
"STATUS_TPM_DAA_STAGE","-1071054763","0xC0290055","The atomic process indicated by the submitted DAA command is not the expected process."
"STATUS_TPM_DAA_ISSUER_VALIDITY","-1071054762","0xC0290056","The issuer's validity check has detected an inconsistency."
"STATUS_TPM_DAA_WRONG_W","-1071054761","0xC0290057","The consistency check on w has failed."
"STATUS_TPM_BAD_HANDLE","-1071054760","0xC0290058","The handle is incorrect."
"STATUS_TPM_BAD_DELEGATE","-1071054759","0xC0290059","Delegation is not correct."
"STATUS_TPM_BADCONTEXT","-1071054758","0xC029005A","The context blob is invalid."
"STATUS_TPM_TOOMANYCONTEXTS","-1071054757","0xC029005B","Too many contexts held by the TPM."
"STATUS_TPM_MA_TICKET_SIGNATURE","-1071054756","0xC029005C","Migration authority signature validation failure."
"STATUS_TPM_MA_DESTINATION","-1071054755","0xC029005D","Migration destination not authenticated."
"STATUS_TPM_MA_SOURCE","-1071054754","0xC029005E","Migration source incorrect."
"STATUS_TPM_MA_AUTHORITY","-1071054753","0xC029005F","Incorrect migration authority."
"STATUS_TPM_PERMANENTEK","-1071054751","0xC0290061","Attempt to revoke the EK and the EK is not revocable."
"STATUS_TPM_BAD_SIGNATURE","-1071054750","0xC0290062","Bad signature of CMK ticket."
"STATUS_TPM_NOCONTEXTSPACE","-1071054749","0xC0290063","There is no room in the context list for additional contexts."
"STATUS_TPM_COMMAND_BLOCKED","-1071053824","0xC0290400","The command was blocked."
"STATUS_TPM_INVALID_HANDLE","-1071053823","0xC0290401","The specified handle was not found."
"STATUS_TPM_DUPLICATE_VHANDLE","-1071053822","0xC0290402","The TPM returned a duplicate handle and the command needs to be resubmitted."
"STATUS_TPM_RETRY","-1071052800","0xC0290800","The TPM is too busy to respond to the command immediately, but the command could be resubmitted at a later time."
"STATUS_TPM_NEEDS_SELFTEST","-1071052799","0xC0290801","SelfTestFull has not been run."
"STATUS_TPM_DOING_SELFTEST","-1071052798","0xC0290802","The TPM is currently executing a full selftest."
"STATUS_TPM_DEFEND_LOCK_RUNNING","-1071052797","0xC0290803","The TPM is defending against dictionary attacks and is in a time-out period."
"STATUS_TPM_COMMAND_CANCELED","-1071050751","0xC0291001","The command was cancelled."
"STATUS_TPM_TOO_MANY_CONTEXTS","-1071050750","0xC0291002","A new TPM context could not be created because there are too many open contexts."
"STATUS_TPM_NOT_FOUND","-1071050749","0xC0291003","TPM driver is not compatible with the version of TPM found on the system."
"STATUS_TPM_ACCESS_DENIED","-1071050748","0xC0291004","The caller does not have the appropriate rights to perform the requested operation."
"STATUS_TPM_INSUFFICIENT_BUFFER","-1071050747","0xC0291005","The caller does not have the appropriate rights to perform the requested operation."
"STATUS_PCP_ERROR_MASK","-1071046656","0xC0292000","This is an error mask to convert Platform Crypto Provider errors to win errors."
"STATUS_PCP_DEVICE_NOT_READY","-1071046655","0xC0292001","The Platform Crypto Device is currently not ready. It needs to be fully provisioned to be operational."
"STATUS_PCP_INVALID_HANDLE","-1071046654","0xC0292002","The handle provided to the Platform Crypto Provider is invalid."
"STATUS_PCP_INVALID_PARAMETER","-1071046653","0xC0292003","A parameter provided to the Platform Crypto Provider is invalid."
"STATUS_PCP_FLAG_NOT_SUPPORTED","-1071046652","0xC0292004","A provided flag to the Platform Crypto Provider is not supported."
"STATUS_PCP_NOT_SUPPORTED","-1071046651","0xC0292005","The requested operation is not supported by this Platform Crypto Provider."
"STATUS_PCP_BUFFER_TOO_SMALL","-1071046650","0xC0292006","The buffer is too small to contain all data. No information has been written to the buffer."
"STATUS_PCP_INTERNAL_ERROR","-1071046649","0xC0292007","An unexpected internal error has occurred in the Platform Crypto Provider."
"STATUS_PCP_POLICY_NOT_FOUND","-1071046646","0xC029200A","The referenced policy was not found."
"STATUS_PCP_PROFILE_NOT_FOUND","-1071046645","0xC029200B","The referenced profile was not found."
"STATUS_PCP_VALIDATION_FAILED","-1071046644","0xC029200C","The validation was not succesful."
"STATUS_HV_INVALID_ALIGNMENT","-1070268412","0xC0350004","The hypervisor could not perform the operation because a parameter has an invalid alignment."
"STATUS_HV_INVALID_PARAMETER","-1070268411","0xC0350005","The hypervisor could not perform the operation because an invalid parameter was specified."
"STATUS_HV_ACCESS_DENIED","-1070268410","0xC0350006","Access to the specified object was denied."
"STATUS_HV_OPERATION_DENIED","-1070268408","0xC0350008","The operation is not allowed in the current state."
